NO,약국명,대표전화,주소,월요일 운영,화요일 운영,수요일 운영,목요일 운영,금요일 운영,토요일 운영,일요일 운영,공휴일 운영
135,선사약국,02-442-8418,서울특별시 강동구 올림픽로 800 (암사동),09:00~14:00,09:00~14:00,09:00~14:00,09:00~14:00,09:00~14:00,-,-,-
136,달약국,02-478-4005,"서울특별시 강동구 천호대로 1171, 1층 (길동)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-
137,강서보건약국,02-2088-7501,"서울특별시 강서구 공항대로67길 29-26, 시우 1층 (염창동)",08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~15:00,13:00~17:00,-
138,곰달래약국,02-2642-4196,"서울특별시 강서구 곰달래로 226, (화곡동)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~17:00,-,-
139,늘조은온누리약국,02-403-1017,"서울특별시 송파구 동남로18길 45, 1층 (가락동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~18:00,-,-
140,명진약국,02-778-4365,서울특별시 용산구 신흥로36길 3 (후암동),08:30~21:00,08:30~21:00,08:30~21:00,08:30~21:00,08:30~21:00,09:00~21:00,09:00~21:00,-
141,중문약국,02-795-5656,"서울특별시 동작구 흑석로 106-9, 2층 (흑석동)",08:30~13:00,08:30~13:00,08:30~13:00,08:30~13:00,08:30~13:00,09:00~16:00,-,-
142,팜프라자약국,02-761-6700,"서울특별시 영등포구 여의나루로 50, 한국교직원공제회관 B1층 3호 (여의도동)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,10:00~13:00,-,-
143,허브약국,02-813-0831,"서울특별시 관악구 남부순환로 1471, 1층 (신림동)",09:00~20:30,09:00~20:30,09:00~20:30,09:00~20:30,09:00~20:30,09:00~20:00,-,-
144,세종약국,02-914-3685,서울특별시 성북구 보국문로 168 (정릉동),09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~14:00,-,-
145,한사랑온누리약국,02-969-0976,"서울특별시 동대문구 신이문로 41, 1층 (이문동)",08:30~19:30,08:30~19:30,08:30~19:30,08:30~19:30,08:30~19:30,08:30~16:00,-,-
146,신도림좋은약국,02-6085-8538,"서울특별시 구로구 새말로 110, 세아베스틸 1층 (구로동)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~14:00,-,-
147,웰빙약국,02-533-6348,"서울특별시 서초구 강남대로61길 7, 1층 (서초동)",09:00~21:30,09:00~21:30,09:00~21:30,09:00~21:30,09:00~21:30,09:00~21:30,-,-
148,다올약국,02-929-9224,"서울특별시 성북구 동소문로 116, 1층 (동선동1가)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,11:00~18:00,11:00~18:00
149,봄약국,02-839-0492,"서울특별시 금천구 가산디지털1로 1, 더루벤스밸리 208-1호 (가산동)",09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,10:00~14:00,-,-
150,라온약국,02-3431-4485,"서울특별시 송파구 올림픽로 240, 잠실지하광장 지하도상가 1호 (잠실동)",08:30~22:00,08:30~22:00,08:30~22:00,08:30~22:00,08:30~22:00,08:30~22:00,08:30~22:00,08:30~22:00
151,바른약국,02-2249-9111,"서울특별시 동대문구 사가정로 80, 카운티에비뉴 121호 (답십리동)",08:30~19:30,08:30~19:30,08:30~19:30,08:30~19:30,08:30~19:30,08:00~18:00,10:00~15:00,10:00~15:00
152,신세계약국,02-465-8457,"서울특별시 성동구 성덕정길 127, 1층 (성수동2가)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~14:00,-,-
153,푸른약국,02-935-4167,서울특별시 노원구 한글비석로 264,08:50~19:30,08:50~19:30,08:50~19:30,08:50~19:30,08:50~19:30,08:50~15:30,-,-
154,새싹약국,02-885-4715,"서울특별시 관악구 신림로 169, 영창빌딩 1층 (신림동)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~16:00,-,-
155,새시민약국,02-856-4272,서울특별시 관악구 난우길 4 (신림동),09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~17:00,-,-
156,연세약국,02-438-1996,"서울특별시 중랑구 망우로63길 5, 연세약국 (망우동)",09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~17:30,-,-
157,기쁨약국,02-488-2005,"서울특별시 광진구 면목로 190, 1층 (중곡동)",09:00~19:30,09:00~19:30,09:00~20:00,09:00~19:30,09:00~19:30,09:00~16:00,09:00~13:00,09:00~13:00
158,건강과행복이열리는약국,02-933-9696,"서울특별시 노원구 한글비석로 242, 113호, 114호 (중계동, 삼부프라자)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,12:00~19:00,-
159,연약국,02-466-1288,서울특별시 광진구 아차산로 241,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~18:00,-,-
160,강남차차약국,02-6465-4152,"서울특별시 강남구 강남대로94길 27, 1층 105호 (역삼동)",08:30~21:00,08:30~21:00,08:30~21:00,08:30~21:00,08:30~21:00,15:00~20:00,-,-
161,코코약국,02-441-7581,"서울특별시 강동구 상일로 55, 202호 (상일동)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~14:00,-,-
162,종로센트럴약국,02-743-1937,"서울특별시 종로구 종로 127-2, 영흥빌딩 104호 (종로3가)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,12:00~18:00,-
163,황약국,02-807-9977,"서울특별시 금천구 시흥대로 190, 새마빌딩 1층 (시흥동)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~14:00,-,-
164,파인약국,02-336-3301,"서울특별시 서대문구 신촌로 65, 1층 (창천동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,13:00~21:00,13:00~21:00
165,미라클약국,070-7723-6050,"서울특별시 용산구 한강대로 259, 고려에이트리움 1층 109호 (갈월동)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~15:00,-,-
166,늘한마음약국,02-3392-5406,"서울특별시 노원구 노해로 494, 1층 109호 (상계동)",09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00
167,오약국,02-549-7170,"서울특별시 강남구 봉은사로 159, 정글빌딩 1층 (논현동)",08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,08:30~14:00,-,-
168,봄날약국,02-3295-5458,"서울특별시 동대문구 답십리로 9, 1층 A호 (전농동)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~15:00,-,-
169,윤슬약국,02-988-7942,"서울특별시 강북구 삼양로 162, 젬스톤프라자 1층 106호 (미아동)",08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,-,-
170,시흥한양약국,02-2682-8477,"서울특별시 금천구 시흥대로 82, 에이동 1층 (시흥동)",09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~13:00,-,-
171,서경약국,070-8809-9222,"서울특별시 서초구 방배로 95, 1층 (방배동)",09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~15:00,10:00~16:00,-
172,잠실착한약국,02-424-1346,"서울특별시 송파구 올림픽로 지하 265, 잠실역2호선 B1 101호 (신천동)",08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,09:00~22:30,-,-
173,정릉열린약국,02-911-2486,서울특별시 성북구 보국문로 40-3 (정릉동),09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~16:00,-,-
174,태평양온누리약국,02-2652-9007,"서울특별시 양천구 신월로 314, 1층 (신정동)",08:30~21:30,08:30~21:30,08:30~21:30,08:30~21:30,08:30~21:30,08:30~21:30,09:00~21:00,09:00~21:00
175,씨유약국,02-6277-1333,"서울특별시 영등포구 국제금융로6길 26, 한국노총 3층 (여의도동)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~16:00,-,-
176,하나약국,02-723-0588,"서울특별시 종로구 경교장길 35, 상가동 3151호 (평동, 경희궁자이 3단지)",08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~13:00,-,-
177,뿌리본약국,02-572-4799,"서울특별시 서초구 남부순환로 2585, 25호 (서초동, 양재역 신분당선내 임대상가)",08:30~20:30,08:30~20:30,08:30~20:30,08:30~20:30,08:30~20:30,11:00~18:00,11:00~18:00,11:00~18:00
178,강일윤약국,02-3427-2081,"서울특별시 강동구 아리수로93나길 60, 골드프라자 109호 (강일동)",08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,08:30~13:00,-,-
179,다정온누리약국,02-302-5855,"서울특별시 서대문구 거북골로 120, 상가3동 3-1호 (남가좌동, DMC센트레빌)",08:30~20:30,08:30~20:30,08:30~19:30,08:30~20:30,08:30~19:30,08:30~14:00,14:00~19:00,-
180,마법의약국,02-6396-3600,"서울특별시 강서구 공항대로 186, 로뎀타워 2층 205-1호 (마곡동)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~18:00,-,-
181,씨에이(CA)정문약국,02-825-1122,"서울특별시 동작구 흑석로 108, 1~2층 (흑석동)",08:30~22:00,08:30~22:00,08:30~22:00,08:30~22:00,08:30~22:00,08:30~22:00,-,-
182,다온약국,02-499-7590,"서울특별시 광진구 긴고랑로 41 (중곡동, 대화탕)",08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,-,-,-
183,수려한약국,02-325-8487,"서울특별시 마포구 월드컵북로 137, 1층 2호 (성산동, 씨에스타워)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~16:00,-,-
184,기쁨약국,02-574-1087,서울특별시 강남구 개포로 228,08:30~22:00,08:30~22:00,08:30~22:00,08:30~22:00,08:30~22:00,08:30~22:00,10:30~21:30,08:30~22:00
185,세종약국,02-3210-2292,"서울특별시 종로구 세종대로23길 54, 세종빌딩 지하1층 130호 (당주동)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~13:30,-,-
186,수정약국,02-2296-7851,서울특별시 성동구 독서당로 297-2 (금호동3가),09:00~15:00,09:00~15:00,09:00~15:00,09:00~15:00,09:00~15:00,-,-,-
187,라이프약국,02-549-4750,"서울특별시 강남구 삼성로149길 32, 102호 (청담동)",08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,08:30~14:00,-,-
188,신동서약국,02-924-3388,서울특별시 동대문구 약령시로 2-1 (제기동),09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~13:00,-,-
189,도곡명약국,02-6953-7755,"서울특별시 강남구 도곡로28길 8, 상가동 102,103호 (도곡동, 도곡1차 I PARK)",09:00~20:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~16:00,-,-
190,더블유스토어아름다운약국,02-3667-5617,서울특별시 영등포구 영중로 6 (영등포동3가),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-,-
191,스타약국,02-382-1566,"서울특별시 은평구 은평로 220, A동 1층 118호 (응암동, 녹번역e편한세상캐슬아파트)",09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~14:00,-,-
192,중앙약국,02-908-3579,"서울특별시 도봉구 도봉로 452, 1층 (창동)",09:00~18:15,09:00~18:15,09:00~18:15,09:00~18:15,09:00~18:15,09:00~13:30,-,-
193,서울위드팜약국,02-747-0500,"서울특별시 종로구 대학로 119, 1, 2층 (명륜4가)",09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,11:00~18:00,-
194,정다운약국,02-957-3153,"서울특별시 동대문구 이문로54길 46, 1층 108호 (이문동, 이문e편한세상아파트상가1동)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,-,-,-
195,로뎀약국,02-863-8975,"서울특별시 관악구 난곡로 349, 1층 102호 (신림동)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~15:00,-,-
196,신경희약국,02-426-5826,"서울특별시 강동구 동남로71길 32, 환타지아 105호 (명일동)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~15:00,-,-
197,왕온누리약국,02-2679-0316,"서울특별시 영등포구 영중로24길 4, 1층 (영등포동5가)",09:00~18:30,09:00~18:30,09:00~21:00,09:00~18:30,09:00~18:30,09:00~16:30,-,-
198,백세약국,02-3421-7015,"서울특별시 중랑구 신내로 82, 1층 109호 (신내동, 금강빌딩)",09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~22:00,09:00~22:00,09:00~22:00
199,늘푸른약국,02-885-0074,"서울특별시 관악구 신림로 137 (신림동, 조흥빌딩)",08:30~22:00,08:30~22:00,08:30~22:00,08:30~22:00,08:30~22:00,-,-,-
200,마곡열린약국,02-2661-8171,"서울특별시 강서구 방화대로 294, 마곡더블유타워 114, 115호 (마곡동)",09:00~14:00,09:00~14:00,09:00~14:00,09:00~14:00,09:00~14:00,-,-,-
201,이도약국,02-822-2229,"서울특별시 동작구 만양로 112, 1층 (노량진동, 서원빌딩)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~15:30,-,-
202,학동약국,02-3443-8575,"서울특별시 강남구 학동로 203, 1층 (논현동)",08:40~19:30,08:40~19:30,08:40~19:30,08:40~19:30,08:40~19:30,08:20~14:00,-,-
203,구슬약국,02-585-6991,"서울특별시 서초구 서초중앙로 113, 영한빌딩 1층 (서초동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,10:00~20:00,-,-
204,동서옵티마약국,02-943-3572,"서울특별시 성북구 동소문로 304, 이재범치과의원 1층 (하월곡동)",09:00~20:30,09:00~20:30,09:00~20:30,09:00~20:30,09:00~20:30,09:00~16:00,-,-
205,쌍문마이팜약국,02-990-3040,"서울특별시 도봉구 도봉로141길 11, 1층 (쌍문동)",08:00~19:30,08:00~19:30,08:00~19:30,08:00~19:30,08:00~19:30,08:00~15:30,-,-
206,열린약국,02-424-7048,"서울특별시 송파구 가락로 166, 1층 (송파동)",09:00~19:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~22:00,20:00~22:00,-
207,현대온누리약국,02-895-8859,"서울특별시 금천구 독산로 142 (시흥동, 덕산빌딩)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-,-
208,호정약국,02-712-1276,"서울특별시 마포구 효창원로 248-3, 1층 (공덕동)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~13:00,-,-
209,대명약국,02-866-2728,"서울특별시 금천구 벚꽃로 298, 대륭포스트타워6차 104호 (가산동)",08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,09:00~13:00,-,-
210,친절한성심정문약국,02-841-3355,"서울특별시 영등포구 시흥대로 681, 삼성YJ그랜드빌딩 (대림동)",08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~13:30,-,-
211,화일온누리약국,02-842-6681,"서울특별시 영등포구 도신로64길 10, 1층 (신길동)",08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,-,-
212,김약국,02-825-4384,"서울특별시 동작구 노량진로 162, . 1층 (노량진동)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,11:00~21:00,11:00~21:00
213,일원약국,02-2226-7942,"서울특별시 강남구 일원로 120, 상가동 1층 104호 (일원동, 샘터마을아파트)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-
214,밝은약국,02-535-1912,"서울특별시 서초구 사평대로56길 7, 1층 106호 (서초동, 서초한일유앤아이주상복합)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,10:00~16:00,-,-
215,종로성지약국,02-511-8283,"서울특별시 종로구 돈화문로 지하 30, 3호선 종로3가역 319-306호 (묘동)",08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,-
216,미소어울림약국,02-2291-1202,"서울특별시 성동구 독서당로40길 39, 옥수 어울림 1층 211호 (옥수동)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~15:00,-,-
217,중계열방약국,02-930-8679,"서울특별시 노원구 한글비석로 250, 2층 222호 (중계동, 그린코아빌딩)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~15:00,-,-
218,그래약국,02-797-9990,"서울특별시 용산구 서빙고로 17, 용산 센트럴파크 해링턴스퀘어 105동 2층 16호 (한강로3가)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~16:00,-,-
219,은성약국,02-816-4744,"서울특별시 동작구 노량진로8길 3, 경성빌딩 (노량진동)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~15:00,-,-
220,한사랑약국,02-567-7850,"서울특별시 강남구 선릉로 513, 1층 (역삼동, 아펙스타워)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~14:00,-,-
221,일원정류장약국,02-445-7794,"서울특별시 강남구 일원로 120, 102호,지하1-4호 (일원동, 샘터마을아파트)",08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,09:00~13:00,-,-
222,한티하나약국,02-564-0805,"서울특별시 강남구 도곡로 317, 2층 201호 (역삼동)",08:50~19:00,08:50~19:00,08:50~19:00,08:50~19:00,08:50~19:00,08:50~15:00,-,-
223,도담약국,02-945-7650,"서울특별시 성북구 동소문로 305, 지층 (길음동)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~14:00,-,10:00~14:00
224,이레약국,02-359-1945,서울특별시 은평구 통일로 738 (불광동),09:00~16:00,09:00~16:00,09:00~16:00,09:00~16:00,09:00~16:00,-,-,-
225,장생약국,02-976-8992,"서울특별시 노원구 섬밭로 263, 롯데상가1층 (중계동)",09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~21:00,-,-
226,우정옵티마약국,02-6012-8600,"서울특별시 마포구 백범로 4, 1층 (노고산동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~18:00,-,-
227,하얀약국,02-867-4175,서울특별시 금천구 남부순환로 1290 1층,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~17:00,09:00~12:00,09:00~12:00
228,은평제일약국,02-359-1331,서울특별시 은평구 불광로 60 (불광동),08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,09:30~18:00,-,-
229,모범약국,02-372-9139,"서울특별시 서대문구 증가로 129, (남가좌동)",09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,08:30~22:00,14:00~22:00,15:00~21:30
230,가까운약국,02-356-9813,"서울특별시 은평구 통일로 738, 1층 3호 (불광동)",08:50~23:00,08:50~22:00,08:50~23:00,08:50~22:00,08:50~23:00,08:50~22:00,13:00~22:00,09:30~22:00
231,비온뒤숲속약국,02-332-3250,"서울특별시 마포구 월드컵로 111, (망원동)",08:30~25:00,08:30~25:00,08:30~25:00,08:30~25:00,08:30~25:00,08:30~25:00,09:00~25:00,10:00~25:00
232,강남구청역약국,02-511-6252,"서울특별시 강남구 학동로 지하 346, 강남구청역 B1층 111호 (삼성동)",08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,09:00~17:00,09:00~17:00,09:00~17:00
233,마포삼성약국,02-712-8988,"서울특별시 마포구 도화길 33, 1층 우측호 (도화동)",08:30~21:00,08:30~21:00,08:30~21:00,08:30~21:00,08:30~21:00,08:30~21:00,-,-
234,새솔약국,02-421-3210,"서울특별시 송파구 마천로 41, 수기빌딩 2층 (방이동)",09:00~19:30,09:00~20:00,09:00~19:30,09:00~19:30,09:00~19:30,09:00~15:00,-,-
235,유창온누리약국,02-400-7585,"서울특별시 송파구 송파대로 288, 신정빌딩 1층 (가락동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~20:00,-,10:00~20:00
236,가까운온누리약국,02-2650-8828,"서울특별시 양천구 목동서로 349, 센트럴프라자 106호 (신정동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,13:00~21:00,13:00~21:00
237,우약국,02-3296-5900,"서울특별시 노원구 섬밭로 209, 209 (하계동)",08:30~19:30,08:30~19:30,08:30~19:30,08:30~19:30,08:30~19:30,08:30~18:30,-,-
238,경도약국,02-780-5004,서울특별시 영등포구 여의대방로 383,09:00~19:00,09:00~20:00,09:00~19:00,09:00~20:00,09:00~19:00,09:00~14:00,-,-
239,메디팜사랑약국,02-2213-5005,"서울특별시 동대문구 망우로18길 6, 1층 (휘경동)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~14:00,-,09:00~18:00,-
240,연세팜약국,02-518-2338,"서울특별시 강남구 학동로4길 24, 101호 (논현동)",09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,-,-,09:00~14:00,09:00~14:00
241,다정약국,02-951-5567,서울특별시 노원구 한글비석로 332,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,-,09:00~21:00
